processing_timestamp,original_timestamp,type,sensor_id,temperature,humidity,status
2025-04-10T22:02:52.728331,2025-04-10T22:01:28.551175,sensor,sensor_2,24.09,64.23,Warning
2025-04-10T22:02:52.794094,2025-04-10T22:01:28.983063,sensor,sensor_10,27.22,68.42,Warning
2025-04-10T22:02:52.795170,2025-04-10T22:01:28.994902,sensor,sensor_18,29.2,61.39,Warning
2025-04-10T22:02:52.817757,2025-04-10T22:01:29.165222,sensor,sensor_13,22.06,59.09,Normal
2025-04-10T22:02:52.820573,2025-04-10T22:01:29.188313,sensor,sensor_8,17.51,65.99,Low
2025-04-10T22:02:52.850889,2025-04-10T22:01:29.380458,sensor,sensor_14,27.99,38.46,Warning
2025-04-10T22:02:52.872467,2025-04-10T22:01:29.551374,sensor,sensor_16,27.86,42.89,Warning
2025-04-10T22:02:52.875147,2025-04-10T22:01:29.575264,sensor,sensor_18,18.4,46.04,Low
2025-04-10T22:02:52.878787,2025-04-10T22:01:29.599810,sensor,sensor_16,18.88,42.47,Low
2025-04-10T22:02:52.896402,2025-04-10T22:01:29.737696,sensor,sensor_5,22.79,65.1,Normal
2025-04-10T22:02:52.897676,2025-04-10T22:01:29.748753,sensor,sensor_16,18.16,58.32,Low
2025-04-10T22:02:52.918118,2025-04-10T22:01:29.942787,sensor,sensor_7,28.61,64.67,Warning
2025-04-10T22:02:52.946532,2025-04-10T22:01:30.208210,sensor,sensor_4,26.59,46.03,Warning
2025-04-10T22:02:52.977153,2025-04-10T22:01:30.517929,sensor,sensor_7,20.5,32.28,Normal
2025-04-10T22:02:52.979875,2025-04-10T22:01:30.541229,sensor,sensor_19,15.01,40.83,Low
2025-04-10T22:02:52.994502,2025-04-10T22:01:30.689110,sensor,sensor_10,29.06,37.28,Warning
2025-04-10T22:02:52.995678,2025-04-10T22:01:30.701169,sensor,sensor_19,22.97,39.77,Normal
2025-04-10T22:02:52.998408,2025-04-10T22:01:30.724196,sensor,sensor_5,27.33,44.26,Warning
2025-04-10T22:02:53.011958,2025-04-10T22:01:30.827516,sensor,sensor_11,16.9,31.41,Low
2025-04-10T22:02:53.015187,2025-04-10T22:01:30.845347,sensor,sensor_12,20.4,47.85,Normal
2025-04-10T22:02:53.037680,2025-04-10T22:01:30.961123,sensor,sensor_6,15.15,43.15,Low
2025-04-10T22:02:53.039671,2025-04-10T22:01:30.972867,sensor,sensor_5,20.07,32.97,Normal
2025-04-10T22:02:53.050497,2025-04-10T22:01:31.016299,sensor,sensor_15,21.81,59.74,Normal
2025-04-10T22:02:53.058271,2025-04-10T22:01:31.058890,sensor,sensor_4,16.14,69.89,Low
2025-04-10T22:02:53.061701,2025-04-10T22:01:31.071362,sensor,sensor_2,19.79,66.02,Normal
2025-04-10T22:02:53.067223,2025-04-10T22:01:31.103148,sensor,sensor_8,29.48,31.12,Warning
2025-04-10T22:02:52.389472,2025-04-10T22:01:26.420351,sensor,sensor_7,18.13,63.52,Low
2025-04-10T22:02:52.394261,2025-04-10T22:01:26.443104,sensor,sensor_12,16.27,65.23,Low
2025-04-10T22:02:52.410021,2025-04-10T22:01:26.536453,sensor,sensor_5,19.75,68.78,Normal
2025-04-10T22:02:52.411329,2025-04-10T22:01:26.547902,sensor,sensor_20,24.41,35.55,Warning
2025-04-10T22:02:52.430246,2025-04-10T22:01:26.672056,sensor,sensor_6,28.89,68.71,Warning
2025-04-10T22:02:52.460389,2025-04-10T22:01:26.857360,sensor,sensor_14,20.82,42.98,Normal
2025-04-10T22:02:52.466822,2025-04-10T22:01:26.903276,sensor,sensor_1,22.39,33.97,Normal
2025-04-10T22:02:52.498221,2025-04-10T22:01:27.108218,sensor,sensor_6,20.22,69.06,Normal
2025-04-10T22:02:52.512303,2025-04-10T22:01:27.197421,sensor,sensor_10,19.38,68.21,Normal
2025-04-10T22:02:52.552926,2025-04-10T22:01:27.424676,sensor,sensor_4,22.42,47.76,Normal
2025-04-10T22:02:52.574403,2025-04-10T22:01:27.539830,sensor,sensor_3,29.63,45.23,Warning
2025-04-10T22:02:52.660224,2025-04-10T22:01:28.075526,sensor,sensor_12,19.72,59.75,Normal
2025-04-10T22:02:52.674296,2025-04-10T22:01:28.178148,sensor,sensor_19,26.3,38.57,Warning
2025-04-10T22:02:52.685575,2025-04-10T22:01:28.256895,sensor,sensor_18,21.32,51.62,Normal
2025-04-10T22:02:52.690558,2025-04-10T22:01:28.291336,sensor,sensor_12,23.72,63.77,Normal
2025-04-10T22:02:52.704628,2025-04-10T22:01:28.405516,sensor,sensor_14,26.81,68.6,Warning
2025-04-10T22:02:52.725221,2025-04-10T22:01:28.529620,sensor,sensor_14,21.43,68.17,Normal
2025-04-10T22:02:52.733226,2025-04-10T22:01:28.586118,sensor,sensor_7,20.92,51.08,Normal
2025-04-10T22:02:52.765860,2025-04-10T22:01:28.794499,sensor,sensor_8,22.46,54.64,Normal
2025-04-10T22:02:52.768894,2025-04-10T22:01:28.805331,sensor,sensor_7,21.16,43.58,Normal
2025-04-10T22:02:52.783061,2025-04-10T22:01:28.887585,sensor,sensor_14,24.51,63.55,Warning
2025-04-10T22:02:52.791466,2025-04-10T22:01:28.959393,sensor,sensor_15,21.82,51.39,Normal
2025-04-10T22:02:52.827924,2025-04-10T22:01:29.232173,sensor,sensor_20,19.75,43.35,Normal
2025-04-10T22:02:52.832908,2025-04-10T22:01:29.255197,sensor,sensor_14,24.94,66.26,Warning
2025-04-10T22:02:52.855571,2025-04-10T22:01:29.413829,sensor,sensor_16,24.62,36.17,Warning
2025-04-10T22:02:52.890750,2025-04-10T22:01:29.692822,sensor,sensor_18,25.56,68.91,Warning
2025-04-10T22:02:52.900734,2025-04-10T22:01:29.783354,sensor,sensor_3,17.63,33.9,Low
2025-04-10T22:02:52.910810,2025-04-10T22:01:29.875439,sensor,sensor_13,18.7,35.51,Low
2025-04-10T22:02:52.934717,2025-04-10T22:01:30.091157,sensor,sensor_10,17.48,39.73,Low
2025-04-10T22:02:52.937266,2025-04-10T22:01:30.113843,sensor,sensor_15,23.66,66.73,Normal
2025-04-10T22:02:52.949422,2025-04-10T22:01:30.241297,sensor,sensor_1,20.22,63.44,Normal
2025-04-10T22:02:52.955827,2025-04-10T22:01:30.310830,sensor,sensor_3,28.12,30.86,Warning
2025-04-10T22:02:52.958983,2025-04-10T22:01:30.346638,sensor,sensor_14,15.28,57.86,Low
2025-04-10T22:02:52.959911,2025-04-10T22:01:30.357453,sensor,sensor_13,18.65,38.42,Low
2025-04-10T22:02:52.963079,2025-04-10T22:01:30.392498,sensor,sensor_9,29.15,45.98,Warning
2025-04-10T22:02:52.965175,2025-04-10T22:01:30.414363,sensor,sensor_5,16.9,40.94,Low
2025-04-10T22:02:52.980910,2025-04-10T22:01:30.553340,sensor,sensor_19,15.07,50.65,Low
2025-04-10T22:02:52.990952,2025-04-10T22:01:30.656115,sensor,sensor_3,29.49,49.19,Warning
2025-04-10T22:02:52.999409,2025-04-10T22:01:30.736956,sensor,sensor_1,26.77,47.16,Warning
2025-04-10T22:02:53.007167,2025-04-10T22:01:30.805355,sensor,sensor_14,23.24,55.41,Normal
2025-04-10T22:02:53.057376,2025-04-10T22:01:31.049739,sensor,sensor_17,17.42,43.34,Low
2025-04-10T22:02:53.091772,2025-04-10T22:01:31.249152,sensor,sensor_1,16.14,60.73,Low
2025-04-10T22:02:53.108935,2025-04-10T22:01:31.349398,sensor,sensor_19,20.11,50.85,Normal
2025-04-10T22:02:52.373104,2025-04-10T22:01:26.342351,sensor,sensor_12,16.09,34.96,Low
2025-04-10T22:02:52.407375,2025-04-10T22:01:26.512400,sensor,sensor_5,16.01,47.11,Low
2025-04-10T22:02:52.441517,2025-04-10T22:01:26.740268,sensor,sensor_2,20.7,64.4,Normal
2025-04-10T22:02:52.451531,2025-04-10T22:01:26.799166,sensor,sensor_12,16.47,58.87,Low
2025-04-10T22:02:52.510176,2025-04-10T22:01:27.186617,sensor,sensor_9,20.82,63.57,Normal
2025-04-10T22:02:52.577181,2025-04-10T22:01:27.562232,sensor,sensor_20,27.66,31.39,Warning
2025-04-10T22:02:52.588570,2025-04-10T22:01:27.631424,sensor,sensor_7,25.63,46.45,Warning
2025-04-10T22:02:52.604393,2025-04-10T22:01:27.726261,sensor,sensor_9,23.0,32.5,Normal
2025-04-10T22:02:52.647753,2025-04-10T22:01:27.993588,sensor,sensor_12,29.54,54.92,Warning
2025-04-10T22:02:52.661503,2025-04-10T22:01:28.087268,sensor,sensor_15,22.69,54.83,Normal
2025-04-10T22:02:52.663837,2025-04-10T22:01:28.110375,sensor,sensor_8,25.68,31.64,Warning
2025-04-10T22:02:52.699110,2025-04-10T22:01:28.359177,sensor,sensor_11,28.36,30.37,Warning
2025-04-10T22:02:52.715194,2025-04-10T22:01:28.461373,sensor,sensor_9,16.11,49.93,Low
2025-04-10T22:02:52.736826,2025-04-10T22:01:28.608359,sensor,sensor_12,19.12,42.89,Normal
2025-04-10T22:02:52.740043,2025-04-10T22:01:28.631497,sensor,sensor_13,24.05,49.71,Warning
2025-04-10T22:02:52.792845,2025-04-10T22:01:28.970296,sensor,sensor_5,28.64,54.34,Warning
2025-04-10T22:02:52.807225,2025-04-10T22:01:29.085893,sensor,sensor_17,21.57,57.01,Normal
2025-04-10T22:02:52.808574,2025-04-10T22:01:29.097324,sensor,sensor_13,18.32,38.81,Low
2025-04-10T22:02:52.834421,2025-04-10T22:01:29.266255,sensor,sensor_11,24.7,57.68,Warning
2025-04-10T22:02:52.889640,2025-04-10T22:01:29.680891,sensor,sensor_16,17.38,43.21,Low
2025-04-10T22:02:52.898885,2025-04-10T22:01:29.760648,sensor,sensor_12,16.31,60.38,Low
2025-04-10T22:02:52.899865,2025-04-10T22:01:29.772557,sensor,sensor_7,20.49,32.85,Normal
2025-04-10T22:02:52.920667,2025-04-10T22:01:29.965227,sensor,sensor_4,28.17,50.12,Warning
2025-04-10T22:02:52.921766,2025-04-10T22:01:29.977193,sensor,sensor_13,19.23,68.5,Normal
2025-04-10T22:02:52.931093,2025-04-10T22:01:30.068124,sensor,sensor_15,17.47,45.85,Low
2025-04-10T22:02:52.948482,2025-04-10T22:01:30.230764,sensor,sensor_4,16.82,62.58,Low
2025-04-10T22:02:52.953698,2025-04-10T22:01:30.287231,sensor,sensor_7,19.21,66.58,Normal
2025-04-10T22:02:52.983046,2025-04-10T22:01:30.575170,sensor,sensor_17,22.72,46.24,Normal
2025-04-10T22:02:52.986213,2025-04-10T22:01:30.610176,sensor,sensor_6,23.55,48.04,Normal
2025-04-10T22:02:53.025348,2025-04-10T22:01:30.895222,sensor,sensor_11,28.39,51.68,Warning
2025-04-10T22:02:53.032040,2025-04-10T22:01:30.928599,sensor,sensor_13,25.32,44.44,Warning
2025-04-10T22:02:53.046451,2025-04-10T22:01:30.994194,sensor,sensor_11,20.75,63.89,Normal
2025-04-10T22:02:53.070846,2025-04-10T22:01:31.125137,sensor,sensor_5,19.17,32.33,Normal
2025-04-10T22:02:53.072842,2025-04-10T22:01:31.136354,sensor,sensor_4,15.39,65.95,Low
2025-04-10T22:02:53.093639,2025-04-10T22:01:31.261396,sensor,sensor_13,24.58,65.57,Warning
2025-04-10T22:02:53.094566,2025-04-10T22:01:31.267723,sensor,sensor_15,21.06,59.08,Normal
2025-04-10T22:02:53.099936,2025-04-10T22:01:31.294886,sensor,sensor_6,18.85,52.16,Low
2025-04-10T22:02:52.381622,2025-04-10T22:01:26.377177,sensor,sensor_16,19.27,33.23,Normal
2025-04-10T22:02:52.395559,2025-04-10T22:01:26.454354,sensor,sensor_16,21.15,41.68,Normal
2025-04-10T22:02:52.416308,2025-04-10T22:01:26.581451,sensor,sensor_11,25.86,35.82,Warning
2025-04-10T22:02:52.421128,2025-04-10T22:01:26.614734,sensor,sensor_5,16.52,51.19,Low
2025-04-10T22:02:52.428518,2025-04-10T22:01:26.660729,sensor,sensor_15,29.93,43.6,Warning
2025-04-10T22:02:52.453155,2025-04-10T22:01:26.812642,sensor,sensor_15,27.52,41.51,Warning
2025-04-10T22:02:52.535027,2025-04-10T22:01:27.318771,sensor,sensor_1,24.95,62.98,Warning
2025-04-10T22:02:52.538478,2025-04-10T22:01:27.341374,sensor,sensor_16,15.78,36.33,Low
2025-04-10T22:02:52.540205,2025-04-10T22:01:27.352379,sensor,sensor_10,26.43,43.24,Warning
2025-04-10T22:02:52.544822,2025-04-10T22:01:27.387787,sensor,sensor_6,16.55,35.55,Low
2025-04-10T22:02:52.546534,2025-04-10T22:01:27.399607,sensor,sensor_5,26.95,67.07,Warning
2025-04-10T22:02:52.556811,2025-04-10T22:01:27.447073,sensor,sensor_18,27.81,67.08,Warning
2025-04-10T22:02:52.590073,2025-04-10T22:01:27.643020,sensor,sensor_11,28.71,63.02,Warning
2025-04-10T22:02:52.593448,2025-04-10T22:01:27.665304,sensor,sensor_2,23.94,55.25,Normal
2025-04-10T22:02:52.649261,2025-04-10T22:01:28.004517,sensor,sensor_18,22.2,67.21,Normal
2025-04-10T22:02:52.654885,2025-04-10T22:01:28.041189,sensor,sensor_19,18.83,33.02,Low
2025-04-10T22:02:52.672635,2025-04-10T22:01:28.167364,sensor,sensor_15,18.98,50.13,Low
2025-04-10T22:02:52.693392,2025-04-10T22:01:28.315079,sensor,sensor_19,21.84,57.95,Normal
2025-04-10T22:02:52.717732,2025-04-10T22:01:28.483328,sensor,sensor_9,15.91,68.84,Low
2025-04-10T22:02:52.743470,2025-04-10T22:01:28.654246,sensor,sensor_13,23.57,60.98,Normal
2025-04-10T22:02:52.749115,2025-04-10T22:01:28.690602,sensor,sensor_16,22.86,50.15,Normal
2025-04-10T22:02:52.756353,2025-04-10T22:01:28.735154,sensor,sensor_12,25.71,68.29,Warning
2025-04-10T22:02:52.764027,2025-04-10T22:01:28.781174,sensor,sensor_2,19.24,57.01,Normal
2025-04-10T22:02:52.770986,2025-04-10T22:01:28.816408,sensor,sensor_9,16.66,65.83,Low
2025-04-10T22:02:52.823528,2025-04-10T22:01:29.210373,sensor,sensor_1,27.92,65.05,Warning
2025-04-10T22:02:52.847612,2025-04-10T22:01:29.358788,sensor,sensor_18,20.61,42.45,Normal
2025-04-10T22:02:52.852262,2025-04-10T22:01:29.391502,sensor,sensor_2,19.81,37.6,Normal
2025-04-10T22:02:52.861394,2025-04-10T22:01:29.459741,sensor,sensor_18,22.53,69.43,Normal
2025-04-10T22:02:52.865891,2025-04-10T22:01:29.493394,sensor,sensor_3,23.74,63.47,Normal
2025-04-10T22:02:52.869769,2025-04-10T22:01:29.527848,sensor,sensor_8,26.9,49.81,Warning
2025-04-10T22:02:52.888055,2025-04-10T22:01:29.668850,sensor,sensor_14,16.96,54.35,Low
2025-04-10T22:02:52.904939,2025-04-10T22:01:29.829669,sensor,sensor_19,16.35,55.18,Low
2025-04-10T22:02:52.919089,2025-04-10T22:01:29.954522,sensor,sensor_16,27.41,69.09,Warning
2025-04-10T22:02:52.957775,2025-04-10T22:01:30.334502,sensor,sensor_13,29.93,33.94,Warning
2025-04-10T22:02:52.961810,2025-04-10T22:01:30.380899,sensor,sensor_2,17.84,56.84,Low
2025-04-10T22:02:52.978339,2025-04-10T22:01:30.530331,sensor,sensor_19,21.79,30.06,Normal
2025-04-10T22:02:52.987370,2025-04-10T22:01:30.622126,sensor,sensor_13,17.87,53.85,Low
2025-04-10T22:02:52.991763,2025-04-10T22:01:30.667113,sensor,sensor_13,24.3,42.22,Warning
2025-04-10T22:02:53.021876,2025-04-10T22:01:30.879276,sensor,sensor_14,29.96,69.41,Warning
2025-04-10T22:02:53.028542,2025-04-10T22:01:30.913609,sensor,sensor_8,21.1,55.68,Normal
2025-04-10T22:02:53.043095,2025-04-10T22:01:30.990358,sensor,sensor_19,17.37,32.39,Low
2025-04-10T22:02:53.052684,2025-04-10T22:01:31.027653,sensor,sensor_16,24.85,60.8,Warning
2025-04-10T22:02:53.069155,2025-04-10T22:01:31.114153,sensor,sensor_13,28.45,48.82,Warning
2025-04-10T22:02:53.096751,2025-04-10T22:01:31.278350,sensor,sensor_2,25.16,65.72,Warning
2025-04-10T22:02:52.328075,2025-04-10T22:01:26.206109,sensor,sensor_16,22.05,43.68,Normal
2025-04-10T22:02:52.359979,2025-04-10T22:01:26.285123,sensor,sensor_15,16.3,55.63,Low
2025-04-10T22:02:52.386594,2025-04-10T22:01:26.398613,sensor,sensor_11,18.21,61.46,Low
2025-04-10T22:02:52.433900,2025-04-10T22:01:26.694442,sensor,sensor_14,28.47,60.33,Warning
2025-04-10T22:02:52.458529,2025-04-10T22:01:26.846176,sensor,sensor_8,19.01,63.58,Normal
2025-04-10T22:02:52.468539,2025-04-10T22:01:26.915811,sensor,sensor_2,15.18,63.62,Low
2025-04-10T22:02:52.492768,2025-04-10T22:01:27.061901,sensor,sensor_19,20.06,35.95,Normal
2025-04-10T22:02:52.495129,2025-04-10T22:01:27.085379,sensor,sensor_7,21.97,41.11,Normal
2025-04-10T22:02:52.499718,2025-04-10T22:01:27.119349,sensor,sensor_20,27.91,61.4,Warning
2025-04-10T22:02:52.516526,2025-04-10T22:01:27.219392,sensor,sensor_2,17.73,47.45,Low
2025-04-10T22:02:52.521003,2025-04-10T22:01:27.241225,sensor,sensor_18,22.4,46.47,Normal
2025-04-10T22:02:52.523729,2025-04-10T22:01:27.252146,sensor,sensor_9,16.42,49.21,Low
2025-04-10T22:02:52.608810,2025-04-10T22:01:27.750595,sensor,sensor_10,26.66,65.96,Warning
2025-04-10T22:02:52.625619,2025-04-10T22:01:27.841427,sensor,sensor_20,22.95,66.9,Normal
2025-04-10T22:02:52.664773,2025-04-10T22:01:28.121335,sensor,sensor_12,26.66,41.72,Warning
2025-04-10T22:02:52.721309,2025-04-10T22:01:28.505283,sensor,sensor_7,25.69,60.64,Warning
2025-04-10T22:02:52.726677,2025-04-10T22:01:28.540367,sensor,sensor_13,16.52,34.67,Low
2025-04-10T22:02:52.729916,2025-04-10T22:01:28.562262,sensor,sensor_12,25.7,36.2,Warning
2025-04-10T22:02:52.745806,2025-04-10T22:01:28.665608,sensor,sensor_15,20.66,47.51,Normal
2025-04-10T22:02:52.803238,2025-04-10T22:01:29.051678,sensor,sensor_11,25.59,35.64,Warning
2025-04-10T22:02:52.811265,2025-04-10T22:01:29.119278,sensor,sensor_11,16.92,60.82,Low
2025-04-10T22:02:52.819004,2025-04-10T22:01:29.177396,sensor,sensor_6,24.27,60.5,Warning
2025-04-10T22:02:52.842951,2025-04-10T22:01:29.325174,sensor,sensor_8,18.93,60.07,Low
2025-04-10T22:02:52.849504,2025-04-10T22:01:29.369204,sensor,sensor_20,20.91,67.87,Normal
2025-04-10T22:02:52.862908,2025-04-10T22:01:29.470335,sensor,sensor_7,17.37,64.46,Low
2025-04-10T22:02:52.881772,2025-04-10T22:01:29.623078,sensor,sensor_11,25.74,53.38,Warning
2025-04-10T22:02:52.893456,2025-04-10T22:01:29.714686,sensor,sensor_20,16.73,51.31,Low
2025-04-10T22:02:52.895094,2025-04-10T22:01:29.726222,sensor,sensor_15,15.28,60.5,Low
2025-04-10T22:02:52.916943,2025-04-10T22:01:29.931543,sensor,sensor_13,20.74,35.34,Normal
2025-04-10T22:02:52.925432,2025-04-10T22:01:30.011373,sensor,sensor_20,15.85,44.06,Low
2025-04-10T22:02:52.938362,2025-04-10T22:01:30.125326,sensor,sensor_9,24.98,61.38,Warning
2025-04-10T22:02:52.940760,2025-04-10T22:01:30.148530,sensor,sensor_5,22.69,43.95,Normal
2025-04-10T22:02:52.951407,2025-04-10T22:01:30.264245,sensor,sensor_6,21.59,48.01,Normal
2025-04-10T22:02:52.970174,2025-04-10T22:01:30.460281,sensor,sensor_14,18.81,69.9,Low
2025-04-10T22:02:52.973958,2025-04-10T22:01:30.495648,sensor,sensor_12,20.68,35.65,Normal
2025-04-10T22:02:52.988824,2025-04-10T22:01:30.634449,sensor,sensor_15,18.77,48.62,Low
2025-04-10T22:02:53.000361,2025-04-10T22:01:30.748079,sensor,sensor_2,15.47,63.47,Low
2025-04-10T22:02:53.003905,2025-04-10T22:01:30.782167,sensor,sensor_19,15.67,52.83,Low
2025-04-10T22:02:53.010677,2025-04-10T22:01:30.822609,sensor,sensor_17,27.04,41.61,Warning
2025-04-10T22:02:53.016071,2025-04-10T22:01:30.851205,sensor,sensor_4,15.79,67.67,Low
2025-04-10T22:02:53.023144,2025-04-10T22:01:30.884222,sensor,sensor_12,18.24,59.92,Low
2025-04-10T22:02:53.034905,2025-04-10T22:01:30.946352,sensor,sensor_11,28.72,46.31,Warning
2025-04-10T22:02:53.049499,2025-04-10T22:01:31.013002,sensor,sensor_6,15.57,38.68,Low
2025-04-10T22:02:53.068217,2025-04-10T22:01:31.104333,sensor,sensor_13,25.02,69.62,Warning
2025-04-10T22:02:53.070023,2025-04-10T22:01:31.115324,sensor,sensor_3,20.53,31.62,Normal
2025-04-10T22:02:53.078427,2025-04-10T22:01:31.170329,sensor,sensor_10,15.11,50.44,Low
2025-04-10T22:02:53.095420,2025-04-10T22:01:31.272398,sensor,sensor_4,27.05,38.93,Warning
2025-04-10T22:02:53.102740,2025-04-10T22:01:31.312303,sensor,sensor_4,18.36,32.38,Low
2025-04-10T22:02:53.104690,2025-04-10T22:01:31.324588,sensor,sensor_2,18.79,34.71,Low
2025-04-10T22:02:52.316648,2025-04-10T22:01:25.981946,sensor,sensor_10,15.0,42.88,Low
2025-04-10T22:02:52.397564,2025-04-10T22:01:26.465846,sensor,sensor_6,29.4,45.5,Warning
2025-04-10T22:02:52.412703,2025-04-10T22:01:26.559109,sensor,sensor_5,22.67,30.11,Normal
2025-04-10T22:02:52.464944,2025-04-10T22:01:26.892363,sensor,sensor_16,28.18,33.54,Warning
2025-04-10T22:02:52.485260,2025-04-10T22:01:27.015598,sensor,sensor_18,25.61,63.26,Warning
2025-04-10T22:02:52.503647,2025-04-10T22:01:27.141322,sensor,sensor_2,25.24,65.85,Warning
2025-04-10T22:02:52.528551,2025-04-10T22:01:27.274787,sensor,sensor_18,26.72,32.26,Warning
